file	origin	author_generated	third_party	license	safe_to_redistribute	action
data/DOWNLOAD_INSTRUCTIONS.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
data/README.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
data/SOURCE_DATA_MANIFEST.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
derived_data/README.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
derived_data/checksums/README.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
derived_data/manifests/SOURCE_TABLE_BINDINGS.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
derived_data/publication_source_tables/S02_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S02_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S03_04.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S04_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S04_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S04_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S04_04.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S04_05.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_07.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_11.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_13.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S05_15.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_04.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_05.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_06.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_07.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S06_08.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S09_05.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S10_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S10_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S10_04.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_04.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_07.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_08.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_10.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_11.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S11_12.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S12_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S12_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S12_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S13_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S13_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S13_04.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S14_01.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S14_02.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
derived_data/publication_source_tables/S14_03.tsv	Frozen author-generated aggregate analysis output	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	Author-authorized derived summary; source dataset terms unchanged	YES	INCLUDED; no individual-level input or figure artwork
docs/AF35_DEFINITION.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
docs/AF35_PROVENANCE.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
docs/ANALYSIS_ORDER.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
docs/DATASETS.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
docs/LIMITATIONS.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
docs/PROJECT_OVERVIEW.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
docs/REPRODUCIBILITY_NOTES.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/Python_environment.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/RECORDED_ENVIRONMENT_SOURCES.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/RECORDED_R_PACKAGES.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/R_environment.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/available_lockfiles/README.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_BROAD_IMMUNE_RESIDUAL_ASSOCIATION_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_CLINICAL_STATE_OCCUPANCY_DECOMPOSITION_v1_PYTHON_RUNTIME.json	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_CLINICAL_STATE_OCCUPANCY_DECOMPOSITION_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1_PYTHON_RUNTIME.json	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1_R_PHASEB_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1_PYTHON_SESSION_INFO.json	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/WU_AF35_SPATIAL_CELLULAR_MICROENV_CONTEXT_v1_PYTHON_SESSION_INFO.json	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
environment/session_info/WU_AF35_SPATIAL_CELLULAR_MICROENV_CONTEXT_v1_R_SESSION_INFO.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
figures/README.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/AF35_ORIGIN_SUMMARY.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/AF35_ORIGIN_TIMELINE.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/CITATION_VALIDATION.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/CURRENT_ANALYSIS_ENTRYPOINTS.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/DIRECT_IO_CONTRACT.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/EXECUTION_GAPS.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/PROTECTED_SCIENTIFIC_FILES.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/PYTHON_STATIC_QC.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/R_STATIC_QC.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/SCIENTIFIC_AUTHORITY.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/SCRIPT_CLASSIFICATION.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/SCRIPT_FILE_REFERENCES.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
provenance/SCRIPT_SOURCE_BINDINGS.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
release/AUDIT_SUMMARY.json	Repository preparation validation record	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation	YES	INCLUDED; no private path or individual record
release/EXCLUDED_FILES.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
release/GIT_PREPARATION.md	Repository preparation validation record	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation	YES	INCLUDED; no private path or individual record
release/RELEASE_MANIFEST.tsv	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
release/RELEASE_NOTES_v1.0.0.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
release/SHA256SUMS.txt	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
supplement/source_tables/README.md	Author-specified metadata, fixed definitions, documented environment or release documentation	YES	NO_EMBEDDED_THIRD_PARTY_ASSET	MIT accompanying documentation; third-party facts/terms unchanged	YES	INCLUDED; original publication documentation
