analysis_id	main_figure_or_supplement	active_script	direct_input	direct_output	language	environment	status	notes
A019	Local import dependency of AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/03_phaseA_molecular.py	scripts/04_clonotype/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/common.py	pd.read_csv(p, sep='\t', float_precision='round_trip', **kw) | jl(OUT / (P + '_PHASEA_FREEZE_LOCK.json')) | Path(p).read_text(encoding='utf-8')	pd.DataFrame(x).to_csv(p, sep='\t', index=False, na_rep='NA') | Path(p).write_text(s, encoding='utf-8') | write(p, json.dumps(x, ensure_ascii=False, indent=2))	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Local import dependency of AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/03_phaseA_molecular.py; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A020	Analytical module AF35_MATCHED_RANDOM_CLINICAL_NULL_v1	scripts/06_clinical/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/02_freeze_matched_programs.py	pd.read_csv(OUT / 'SOURCE_GENE_FEATURES_RESPONSE_BLIND.tsv', sep='\t') | pd.read_csv(OUT / 'SCORING_AUTHORITY_LOCK.tsv', sep='\t') | pd.read_csv(OUT / 'AF35_ORDERED_GENES.tsv', sep='\t')	write(wide.reset_index(), 'AF35_MATCHED_NULL_MATCHING_FEATURES.tsv') | write(pd.DataFrame(dict(feature=features, center=center.values, sample_sd=scale.values, n_candidates=len(candidate))), 'MATCHING_STANDARDIZATION_PARAMETERS.tsv') | write(pd.DataFrame(poolrows), 'MATCHED_NEIGHBOR_POOLS.tsv')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A021	Analytical module AF35_MATCHED_RANDOM_CLINICAL_NULL_v1	scripts/06_clinical/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	locks <- rbind(fread(file.path(out,'MATCHED_PROGRAM_MANIFEST_SHA256.tsv')),fread(file.path(out,'SCORING_AUTHORITY_LOCK.tsv'))[,.(path,sha256)]) | manifest <- fread(file.path(out,'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv')) | af <- fread(file.path(out,'AF35_ORDERED_GENES.tsv'))$gene	fwrite(raw_export,file.path(out,paste0(cohort,'_SELECTED_TRANSFORMED_EXPRESSION.tsv')),sep='\t') | fwrite(scores,file.path(out,'AF35_MATCHED_NULL_PATIENT_PROGRAM_SCORES_RESPONSE_BLIND.tsv'),sep='\t') | fwrite(data.table(path=scorefiles,sha256=vapply(file.path(out,scorefiles),digest,character(1),algo='sha256',file=TRUE),time_utc=format(Sys.time(),tz='UTC',usetz=TRUE)),file.path(out,'PATIENT_SCORE_FREEZE_SHA256.tsv'),sep='\t')	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A022	Analytical module AF35_MATCHED_RANDOM_CLINICAL_NULL_v1	scripts/06_clinical/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv', sep='\t') | pd.read_csv(OUT / 'AF35_MATCHED_NULL_PROGRAM_EFFECTS.tsv', sep='\t') | pd.read_csv(OUT / 'AF35_MATCHED_NULL_PATIENT_PROGRAM_SCORES.tsv', sep='\t')	write(verification, 'INDEPENDENT_NUMERIC_VERIFICATION.tsv') | write(summary, 'AF35_MATCHED_NULL_PRIMARY_SUMMARY.tsv') | write(cross.reset_index(), 'AF35_MATCHED_NULL_CROSS_COHORT.tsv')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A023	Analytical module AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1	scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	pd.read_csv(p, sep='\t', **kw) | read(A / 'AF35_ORDERED_GENES.tsv') | read(base / 'COMPLETE_SHA256_MANIFEST.tsv')	pd.DataFrame(x).to_csv(OUT / name, sep='\t', index=False, na_rep='NA') | (OUT / name).write_text(s, encoding='utf-8') | write(name, json.dumps(x, ensure_ascii=False, indent=2))	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A024	Analytical module AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1	scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(B / 'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv') | (B / 'MATCHED_PROGRAM_FREEZE_LOCK.json').read_text() | f.read(B / f'{c}_SELECTED_TRANSFORMED_EXPRESSION.tsv', index_col=0)	"f.save(manifest, 'inputs/EXACT_ANALYSIS_B_RANDOM_PROGRAM_MANIFEST.tsv') | f.write(P + '_RANDOM_REFERENCE_PROVENANCE.md', f""# 随机程序来源\n\n只复用 Analysis B 已冻结的 2,000 个可测性匹配、各 35 基因程序，逐行/逐程序完全相同，未生成新随机程序。\n来源：{B / 'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv'}。\nSHA256：{f.sha(B / 'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv')}。\n原锁时间 {bl['time_utc']}；原结局接入时间 {joined}。前者早于后者，锁内 outcome_labels_loaded=false。\n本模块未读取随机程序临床效应、临床超越结果或响应标签；仅读取清单、来源哈希和无结局表达矩阵。\n该分布为可测性匹配随机程序参照，非正式置换零分布；原匹配来自 40/38 人评分空间，本模块结构分析使用冻结的 35/38 人患者集合，匹配程序本身不变。\n"") | f.save(spl, 'inputs/SPLIT_HALF_PARTITION_MANIFEST.tsv')"	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A025	Analytical module CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1	scripts/06_clinical/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	lock<-fromJSON(file.path(out,'MOLECULAR_GEOMETRY_LOCK.json')) | erpm <- fread(file.path(p,'01_metadata/pretreatment_clinical_translation/ERP117672_PATIENT_RESPONSE_MAP.tsv'))[primary_included==TRUE,.(patient_id,group=ifelse(primary_group=='Responder','R','NR'))] | gsem <- fread(file.path(p,'01_metadata/phase15b_public_replication/GSE302495_PATIENT_RESPONSE_MAP.tsv'))[,.(patient_id,group=response_group)]	put <- function(x,n) fwrite(x,file.path(out,n),sep='\t',na='NA') | writeLines(c('# 临床权威恢复审计','', | saveRDS(fits,file.path(out,'tables/JOINT_FIRTH_FITS.rds'))	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A026	Analytical module GSE235863_CLONE_STATE_DECOMPOSITION_v1	scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	np.load(PROJECTION_FILE, allow_pickle=False) | FREEZE_FILE.read_text(encoding='utf-8') | stream.read(1024 * 1024)	TABLE_JSON.write_text(json.dumps(tables, ensure_ascii=False, indent=2) + '\n', encoding='utf-8') | SUMMARY_JSON.write_text(json.dumps(summary, ensure_ascii=False, indent=2) + '\n', encoding='utf-8') | LOG_FILE.write_text('\n'.join(messages) + '\n', encoding='utf-8')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A027	Analytical module GSE235863_CLONE_STATE_DECOMPOSITION_v1	scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	pd.read_csv(PROJECT / source_paths[8], sep='\t') | (PROJECT / source_paths[6]).read_text(encoding='utf-8') | (PROJECT / source_paths[-2]).read_text(encoding='utf-8')	pd.DataFrame(rows).to_csv(OUT / name, sep='\t', index=False, na_rep='NA') | save(records, 'PROTECTED_INPUT_BEFORE.tsv') | save(binding, 'HISTORICAL_SOURCE_HASH_VERIFICATION.tsv')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A028	Analytical module GSE235863_CLONE_STATE_DECOMPOSITION_v1	scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	pd.read_csv(P / rel, sep='\t') | pd.read_csv(OUT / 'FROZEN_PHASE19_NUMERIC_REPRODUCTION.tsv', sep='\t') | read('03_processed_data/phase3/GSE235863_BARCODE_CLONOTYPE_STATE_PTPN22.tsv.gz')	pd.DataFrame(df).to_csv(OUT / name, sep='\t', index=False, na_rep='NA') | write(primary, 'CLONE_STATE_PATIENT_EFFECTS.tsv') | write(rec, 'AF35_FROZEN_STATE_EFFECT_RECOVERY.tsv')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A029	Wu bounded zero-count sensitivity	scripts/05_spatial/HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/audit/wu_bounded_sensitivity.R	dec<-function(k){a<-h5read(p,paste0('/obs/',k,'/categories'));b<-h5read(p,paste0('/obs/',k,'/codes'));a[b+1L]} | coords<-t(h5read(p,'/obsm/spatial'));storage.mode(coords)<-'double' | ptr<-h5read(p,'/X/indptr'); genes<-as.character(h5read(p,'/var/_index'))	fwrite(audit,file.path(O,'WU_PRETREATMENT_SPATIAL_INPUT_AUDIT.tsv'),sep='\t') | fwrite(effects,file.path(O,'recovered_sources/WU_ZERO_COUNT_SENSITIVITY_PATIENT_METRICS.tsv'),sep='\t') | fwrite(s,file.path(O,'recovered_sources/WU_ZERO_COUNT_SENSITIVITY_COHORT_EFFECT.tsv'),sep='\t');print(s)	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A030	Analytical module HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1	scripts/05_spatial/HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/scripts/module_d_prepare_spatial_tables.R	x <- as.data.table(readRDS(path)) | part <- fread(cluster_path) | scale <- as.numeric(fromJSON(scale_path)$tissue_hires_scalef)	"fwrite(gse_plot, file.path(data_dir, ""GSE238264_REPLICATION_MAP_PLOT_READY.tsv""), sep = ""\t"", na = ""NA"") | fwrite(wu_context, file.path(data_dir, ""WU_COREGISTERED_TISSUE_CONTEXT_PLOT_READY.tsv""), sep = ""\t"", na = ""NA"") | fwrite(selection_out, file.path(data_dir, ""WU_MODULE_D_PROOF_REGION_SELECTION.tsv""), sep = ""\t"", na = ""NA"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A031	Target ranking S2	scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	"patient_expression <- read.delim(file.path(table_dir, ""GSE206325_candidate_expression_by_patient.tsv""), check.names = FALSE) | tcr_metrics <- read.delim(file.path(table_dir, ""GSE206325_TCR_repertoire_metrics_by_sample.tsv""), check.names = FALSE) | tcr_persistence <- read.delim(file.path(table_dir, ""GSE206325_TCR_persistence_by_patient.tsv""), check.names = FALSE)"	"write.table(response_loo, file.path(stats_dir, ""GSE206325_candidate_response_leave_one_patient_out.tsv""), sep = ""\t"", quote = FALSE, row.names = FALSE) | write.table(response_loo_summary, file.path(stats_dir, ""GSE206325_candidate_response_LOO_summary.tsv""), sep = ""\t"", quote = FALSE, row.names = FALSE) | write.table(tcr_associations, file.path(stats_dir, ""GSE206325_candidate_TCR_associations_with_CI.tsv""), sep = ""\t"", quote = FALSE, row.names = FALSE)"	R	environment/R_environment.txt	ACTIVE_CURRENT	Target ranking S2; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A032	Shared fixed analysis parameters	scripts/02_state_architecture/HCC_ICI_project/04_scripts/config.R	No direct I/O expression detected; helper/imported behavior requires module contract review	No direct I/O expression detected; helper/imported behavior requires module contract review	R	environment/R_environment.txt	ACTIVE_CURRENT	Shared fixed analysis parameters; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A033	Analytical module HCC_ICI_project	scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	roles <- fread(role_file) | effects <- fread(effect_file) | x <- fread(mapping_file)	"fwrite(meta_models, file.path(table_dir, ""PTPN22_FINAL_META_MODELS.tsv""), sep = ""\t"", na = ""NA"") | fwrite(clone_table, file.path(table_dir, ""PTPN22_CLONE_IDENTITY_SENSITIVITY.tsv""), sep = ""\t"", na = ""NA"") | fwrite(clone_summary, file.path(table_dir, ""PTPN22_CLONE_IDENTITY_SENSITIVITY_SUMMARY.tsv""), sep = ""\t"", na = ""NA"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A034	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/phase15b_public_replication/01_prepare_response_blind_inputs.R	"af_genes <- fread(af_path)$gene | comparators <- fread(comparator_path) | mapping <- fread(map_path, select = c(""gene_id"", ""gene_symbol""))"	"fwrite(rows, path, sep = ""\t"", quote = TRUE) | saveRDS(g302_object, g302_rds, version = 3) | fwrite(g302_scores, file.path(table_dir, ""GSE302495_PATIENT_LEVEL_SCORES.tsv""), sep = ""\t"", quote = TRUE)"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A035	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/phase15b_public_replication/02_lock_outcome_maps.R	"g302_object <- readRDS(g302_rds) | g287_object <- readRDS(g287_rds) | g302 <- fread(g302_source)[timepoint == ""PRETREATMENT""]"	"fwrite(g302_map, g302_out, sep = ""\t"", quote = TRUE) | fwrite(g287_map, g287_out, sep = ""\t"", quote = TRUE)"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A036	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/phase15b_public_replication/03_analyze_public_replication.R	g302_object <- readRDS(g302_rds) | g287_object <- readRDS(g287_rds) | g302_map <- fread(g302_map_path)	"fwrite(recist_effects, file.path(table_dir, ""GSE302495_ALL_RECIST_CONTINUOUS_EFFECTS.tsv""), sep = ""\t"", quote = TRUE, na = ""NA"") | fwrite(recist_effects[metric == ""PTPN22_expression""], file.path(table_dir, ""GSE302495_PTPN22_RECIST_ASSOCIATION.tsv""), sep = ""\t"", quote = TRUE, na = ""NA"") | fwrite(recist_effects[metric == ""AF35_score""], file.path(table_dir, ""GSE302495_AF35_RECIST_ASSOCIATION.tsv""), sep = ""\t"", quote = TRUE, na = ""NA"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A037	Analytical module HCC_ICI_project; Analytical module 绘图视觉	scripts/06_clinical/HCC_ICI_project/04_scripts/phase15c_public_benchmark/01_run_phase15c_benchmark.R	contract <- fread(contract_path) | axes <- fread(axis_path) | erp_object <- readRDS(erp_rds_path)	"fwrite(erp_benchmark$scores, erp_score_path, sep = ""\t"", quote = FALSE, na = ""NA"") | fwrite(g302_benchmark$scores, g302_score_path, sep = ""\t"", quote = FALSE, na = ""NA"") | saveRDS(erp_residual_object, erp_residual_rds, version = 3)"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A038	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/phase19/03_phase19b_response_blind_scoring.R	matrix <- fread(matrix_path) | axes <- fread(axis_path) | erp_object <- readRDS(erp_rds_path)	saveRDS(list( | writeLines(c(	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A039	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/phase19/04_phase19b_freeze_response_blind_tables.py	PATHS['blind_freeze'].read_text(encoding='utf-8') | handle.read(1024 * 1024)	lock_path.write_text(json.dumps(lock, ensure_ascii=False, indent=2) + '\n', encoding='utf-8')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A040	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/phase19/05_phase19b_outcome_analysis.R	"lock <- fromJSON(lock_path, simplifyVector = FALSE) | blind <- readRDS(blind_object_path) | erp_map <- fread(erp_map_path)[primary_included == TRUE, .(patient_id, group = fifelse(primary_group == ""Responder"", ""R"", ""NR""))]"	"saveRDS(list(summary = summary, ERP117672_effects = erp_effects, GSE302495_effects = g302_effects, conditional = conditional, residual = residual), file.path(processed_dir, ""PHASE19B_OUTCOME_ANALYSIS_RESULTS.rds""), version = 3) | writeLines(c("	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A041	State-program associations S4	scripts/02_state_architecture/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	pb <- readRDS(input_file)	"write.table(gene_results, file.path(table_dir, ""PTPN22_FUNCTIONAL_GENE_ASSOCIATIONS.tsv""), | write.table(program_results, file.path(table_dir, ""PTPN22_PATIENT_AWARE_PROGRAM_ASSOCIATIONS.tsv""), | write.table(score_rows, file.path(table_dir, ""PTPN22_PATIENT_PROGRAM_SCORES.tsv""),"	R	environment/R_environment.txt	ACTIVE_CURRENT	State-program associations S4; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A042	Analytical module HCC_ICI_project	scripts/04_clonotype/HCC_ICI_project/04_scripts/phase3/03_independent_scrna_sctcr_clone_state.R	h5_cells <- fread(h5_cell_file) | h5_extract_audit <- fread(h5_extract_audit_file) | tcr <- fread(tcr_file)	"fwrite(tcr[, ..mapping_columns], mapping_file, sep = ""\t"", compress = ""gzip"") | fwrite(clone_summary, clone_file, sep = ""\t"", compress = ""gzip"") | fwrite(patient_summary, patient_file, sep = ""\t"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A043	Analytical module HCC_ICI_project	scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	x <- fread(mapping_file) | response <- fread(response_file) | design <- fread(design_file)	"fwrite(manifest, manifest_file, sep = ""\t"") | fwrite(clone_fate[, ..clone_output_columns], clone_output_file, sep = ""\t"") | fwrite(patient_effects, patient_output_file, sep = ""\t"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A044	Analytical module HCC_ICI_project	scripts/06_clinical/HCC_ICI_project/04_scripts/pretreatment_clinical_translation/01_gse104580_tace_falsification.R	"lines <- readLines(gzfile(path), warn = FALSE, encoding = ""UTF-8"") | matrix = fread(text = paste(lines[(begin + 1L):(end - 1L)], collapse = ""\n""), sep = ""\t"", check.names = FALSE) | fread(text = paste(lines[(begin + 1L):(end - 1L)], collapse = ""\n""), sep = ""\t"", check.names = FALSE, fill = TRUE)"	"fwrite(scores, file.path(table_dir, ""GSE104580_TACE_PATIENT_SCORES.tsv""), sep = ""\t"", quote = FALSE, na = ""NA"") | fwrite(effects, file.path(table_dir, ""GSE104580_TACE_CONTINUOUS_EFFECTS.tsv""), sep = ""\t"", quote = FALSE, na = ""NA"") | fwrite(correlations, file.path(table_dir, ""GSE104580_TACE_BROAD_IMMUNE_CORRELATIONS.tsv""), sep = ""\t"", quote = FALSE, na = ""NA"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A045	Analytical module HCC_ICI_project	scripts/05_spatial/HCC_ICI_project/04_scripts/spatial_specificity_rescue/01_spatial_specificity_rescue.R	"axes <- fread(axis_file) | comparators <- fread(comparator_file) | features <- fread(file.path(matrix_dir, ""features.tsv.gz""), header = FALSE)"	"fwrite(spatial_effects, file.path(table_dir, ""PTPN22_CONDITIONAL_SPATIAL_EFFECTS.tsv""), sep = ""\t"", na = ""NA"") | fwrite(regional_effects, file.path(table_dir, ""PTPN22_IMMUNE_MATCHED_REGIONAL_EFFECTS.tsv""), sep = ""\t"", na = ""NA"") | fwrite(codex_effects, file.path(table_dir, ""PTPN22_CODEX_CONDITIONAL_EFFECTS.tsv""), sep = ""\t"", na = ""NA"")"	R	environment/R_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A046	Analytical module HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1	scripts/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/01_source_audit.py	pd.read_csv(I / 'COMPLETE_SHA256_MANIFEST.tsv', sep='\t') | pd.read_csv(I / 'inputs/TCR_CELL_METADATA_RESPONSE_BLIND.tsv', sep='\t') | np.load(P / '03_processed_data/phase19a_af35_clonotype/GSE235863_AF35_RESPONSE_BLIND_PROJECTION.npz')	save('01_source/SOURCE_SHA256.tsv', records) | save('09_qa/AF35_MEMBERSHIP_AUDIT.tsv', af.assign(in_frozen_projection=True, usable=npz['gene_usable'])) | save('09_qa/CELL_COUNT_AUDIT.tsv', cells)	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A047	Analytical module PTPN22_AF35_COUPLING_ARCHITECTURE_v1	scripts/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/05_run_analysis.py	pd.read_csv(ROOT / '01_source/TCR_CELL_METADATA_RESPONSE_BLIND.tsv', sep='\t') | np.load(P / '03_processed_data/phase19a_af35_clonotype/GSE235863_AF35_RESPONSE_BLIND_PROJECTION.npz') | pd.read_csv(P / '03_processed_data/phase3/GSE235863_BARCODE_CLONOTYPE_STATE_PTPN22.tsv.gz', sep='\t', usecols=cols)	(ROOT / 'logs/EFFECT_RUN_STARTED.json').write_text(json.dumps(dict(started_utc=datetime.datetime.now(datetime.timezone.utc).isoformat(), freeze_sha256=lock['manifest_sha256']), indent=2)) | save('data/ANALYSIS_INPUT_RESPONSE_BLIND.tsv.gz', data) | save('03_primary/PTPN22_AF35_PATIENT_COUPLING_DECOMPOSITION.tsv', primary)	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
