check_id	claim	source_table	source_row_or_key	recorded_value	source_value	verification	note
Q0011	Results genetic context	derived_data/publication_source_tables/S05_03.tsv	"{""program"": ""AF35""}; TSV line 2; field=bootstrap_g_CI95_high"	0.535	0.534702487191856	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0012	Results state adjustment EXPANSION RAW	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""EXPANSION"", ""score"": ""AF35"", ""estimate"": ""RAW""}; TSV line 4; field=mean_patient_effect"	0.161455	0.16145531480361758	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0013	Results state adjustment EXPANSION STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""EXPANSION"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 5; field=mean_patient_effect"	0.021711	0.02171056023912447	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0014	Results state adjustment EXPANSION STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""EXPANSION"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 5; field=bootstrap_ci_low"	0.015418	0.015418210221598134	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0015	Results state adjustment EXPANSION STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""EXPANSION"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 5; field=bootstrap_ci_high"	0.028632	0.028631703009097096	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0016	EXPANSION distinct patient population	derived_data/publication_source_tables/S07_05.tsv	EXPANSION; field=eligible_patient_n	9	9	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0017	Results state adjustment PERSISTENCE RAW	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""PERSISTENCE"", ""score"": ""AF35"", ""estimate"": ""RAW""}; TSV line 8; field=mean_patient_effect"	0.195373	0.19537256638371606	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0018	Results state adjustment PERSISTENCE STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""PERSISTENCE"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 9; field=mean_patient_effect"	0.016135	0.016135229326839477	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0019	Results state adjustment PERSISTENCE STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""PERSISTENCE"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 9; field=bootstrap_ci_low"	0.007919	0.007919224608379545	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0020	Results state adjustment PERSISTENCE STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""PERSISTENCE"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 9; field=bootstrap_ci_high"	0.024352	0.024352084099098517	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0021	PERSISTENCE distinct patient population	derived_data/publication_source_tables/S07_05.tsv	PERSISTENCE; field=eligible_patient_n	7	7	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0022	Results state adjustment LATER_OBSERVATION RAW	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""LATER_OBSERVATION"", ""score"": ""AF35"", ""estimate"": ""RAW""}; TSV line 12; field=mean_patient_effect"	0.296884	0.29688428343368783	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0023	Results state adjustment LATER_OBSERVATION STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""LATER_OBSERVATION"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 13; field=mean_patient_effect"	0.031249	0.031249209370383873	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0024	Results state adjustment LATER_OBSERVATION STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""LATER_OBSERVATION"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 13; field=bootstrap_ci_low"	-0.005425	-0.005425298942758372	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0025	Results state adjustment LATER_OBSERVATION STATE_ADJUSTED	derived_data/publication_source_tables/S07_05.tsv	"{""identity"": ""AUTHOR_CLONE_ID"", ""context"": ""LATER_OBSERVATION"", ""score"": ""AF35"", ""estimate"": ""STATE_ADJUSTED""}; TSV line 13; field=bootstrap_ci_high"	0.057308	0.057308459335204724	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0026	LATER_OBSERVATION distinct patient population	derived_data/publication_source_tables/S07_05.tsv	LATER_OBSERVATION; field=eligible_patient_n	7	7	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0027	Results seven-patient PB decomposition M	derived_data/publication_source_tables/S08_03.tsv	"{""compartment"": ""P"", ""component"": ""M""}; TSV line 2; field=observed"	0.0157	0.01568666622919069	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0028	Results seven-patient PB decomposition O	derived_data/publication_source_tables/S08_03.tsv	"{""compartment"": ""P"", ""component"": ""O""}; TSV line 3; field=observed"	0.0770	0.07698374053115603	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0029	Results seven-patient PB decomposition W	derived_data/publication_source_tables/S08_03.tsv	"{""compartment"": ""P"", ""component"": ""W""}; TSV line 4; field=observed"	-0.0610	-0.06103547973196044	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0030	Results seven-patient PB decomposition X	derived_data/publication_source_tables/S08_03.tsv	"{""compartment"": ""P"", ""component"": ""X""}; TSV line 5; field=observed"	-0.0003	-0.0002615945700049213	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0031	Results seven-patient PB decomposition O_minus_W	derived_data/publication_source_tables/S08_03.tsv	"{""compartment"": ""P"", ""component"": ""O_minus_W""}; TSV line 6; field=observed"	0.1380	0.13801922026311647	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0032	Results clone weighting O_CLONE	derived_data/publication_source_tables/S08_07.tsv	"{""component"": ""O_CLONE""}; TSV line 3; field=raw_R_minus_NR"	0.0155	0.01554473345472529	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0033	Results clone weighting D_SIZE	derived_data/publication_source_tables/S08_07.tsv	"{""component"": ""D_SIZE""}; TSV line 4; field=raw_R_minus_NR"	0.0614	0.06143900707643071	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0034	PB response populations	derived_data/publication_source_tables/S08_07.tsv	"{""component"": ""O_CLONE""}; TSV line 3; field=R_n"	4	4	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0035	PB response populations	derived_data/publication_source_tables/S08_07.tsv	"{""component"": ""O_CLONE""}; TSV line 3; field=NR_n"	3	3	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0036	Figure4CD GSE238264	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=conditional_R_minus_NR"	0.03448	0.0344799563703572	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0037	Figure4CD GSE238264	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=bootstrap_ci_low"	-0.00655	-0.00654520341861152	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0038	Figure4CD GSE238264	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=bootstrap_ci_high"	0.07638	0.0763845894890005	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0039	Figure4CD GSE238264	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=exact_permutation_p_two_sided"	0.2286	0.228571428571429	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0040	Figure4CD Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=conditional_R_minus_NR"	0.13655	0.136545734467442	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0041	Figure4CD Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=bootstrap_ci_low"	0.02815	0.0281480037205699	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0042	Figure4CD Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=bootstrap_ci_high"	0.25009	0.250086784510906	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0043	Figure4CD Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_01.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=exact_permutation_p_two_sided"	0.0433	0.0432900432900433	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0044	Figure4E second-layer R-minus-NR GSE238264	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=regional_local_effect_R_minus_NR"	0.030	0.0295401612865797	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0045	Figure4E second-layer R-minus-NR GSE238264	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=bootstrap_ci_low"	-0.062	-0.0615936634197901	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0046	Figure4E second-layer R-minus-NR GSE238264	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=bootstrap_ci_high"	0.115	0.115349548777415	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0047	Figure4E second-layer R-minus-NR GSE238264	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""GSE238264"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 20; field=exact_permutation_p_two_sided"	0.6286	0.628571428571429	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0048	Figure4E second-layer R-minus-NR Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=regional_local_effect_R_minus_NR"	0.381	0.380858689526604	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0049	Figure4E second-layer R-minus-NR Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=bootstrap_ci_low"	0.055	0.0554313971955686	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0050	Figure4E second-layer R-minus-NR Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=bootstrap_ci_high"	0.753	0.753189119179147	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0051	Figure4E second-layer R-minus-NR Wu_Zenodo_19123188	derived_data/publication_source_tables/S09_02.tsv	"{""cohort"": ""Wu_Zenodo_19123188"", ""record_type"": ""COHORT_SUMMARY""}; TSV line 21; field=exact_permutation_p_two_sided"	0.0671	0.0670995670995671	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0052	Results composition percentage points CD8 T cells	derived_data/publication_source_tables/S10_03.tsv	"{""feature"": ""CD8 T cells""}; TSV line 4; field=mean"	3.3931	0.0339306044013679	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0053	Results composition BH q CD8 T cells	derived_data/publication_source_tables/S10_03.tsv	"{""feature"": ""CD8 T cells""}; TSV line 4; field=q_BH_family"	0.02734375	0.02734375	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0054	Results composition percentage points Dendritic cells	derived_data/publication_source_tables/S10_03.tsv	"{""feature"": ""Dendritic cells""}; TSV line 5; field=mean"	2.8699	0.028699171165283	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0055	Results composition BH q Dendritic cells	derived_data/publication_source_tables/S10_03.tsv	"{""feature"": ""Dendritic cells""}; TSV line 5; field=q_BH_family"	0.02734375	0.02734375	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0056	Results composition percentage points Stroma Uncharacterized	derived_data/publication_source_tables/S10_03.tsv	"{""feature"": ""Stroma Uncharacterized""}; TSV line 12; field=mean"	-1.9523	-0.0195233166946972	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0057	Results composition BH q Stroma Uncharacterized	derived_data/publication_source_tables/S10_03.tsv	"{""feature"": ""Stroma Uncharacterized""}; TSV line 12; field=q_BH_family"	0.02734375	0.02734375	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0058	Results topology	derived_data/publication_source_tables/S10_04.tsv	{}; TSV line 2; field=mean_DELTA_TOPOLOGY	0.04168574	0.04168574071171048	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0059	Results topology	derived_data/publication_source_tables/S10_04.tsv	{}; TSV line 2; field=bootstrap_CI_low	-0.37378521	-0.373785214631126	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0060	Results topology	derived_data/publication_source_tables/S10_04.tsv	{}; TSV line 2; field=bootstrap_CI_high	0.49589193	0.49589193265732	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0061	Results topology	derived_data/publication_source_tables/S10_04.tsv	{}; TSV line 2; field=exact_two_sided_P	0.8515625	0.8515625	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0062	Figure5A population ERP117672	derived_data/publication_source_tables/S11_10.tsv	ERP117672; field=n	35	35	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0063	Figure5A population ERP117672	derived_data/publication_source_tables/S11_10.tsv	ERP117672; field=n_R	6	6	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0064	Figure5A population ERP117672	derived_data/publication_source_tables/S11_10.tsv	ERP117672; field=n_NR	29	29	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0074	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=g_PTPN22"	0.63	0.625556165634855	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0075	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=g_PTPN22_ci_low"	-0.20	-0.195261737647879	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0076	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=g_PTPN22_ci_high"	1.68	1.6781038409525	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0077	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=g_AF35"	0.87	0.869215645771505	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0078	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=g_AF35_ci_low"	-0.10	-0.101291050266582	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0079	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=g_AF35_ci_high"	2.20	2.19872197491393	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0080	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=delta_g"	0.24	0.243659480136651	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0081	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=delta_ci_low"	-0.28	-0.27617979263498	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0082	Results Figure5A displayed interval ERP117672	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""ERP117672""}; TSV line 2; field=delta_ci_high"	0.83	0.830633982883203	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0083	Figure5A population GSE302495	derived_data/publication_source_tables/S11_10.tsv	GSE302495; field=n	38	38	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0084	Figure5A population GSE302495	derived_data/publication_source_tables/S11_10.tsv	GSE302495; field=n_R	12	12	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0085	Figure5A population GSE302495	derived_data/publication_source_tables/S11_10.tsv	GSE302495; field=n_NR	26	26	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0095	Results Figure5A displayed interval GSE302495	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""GSE302495""}; TSV line 3; field=g_PTPN22"	0.47	0.47047660557901	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
Q0096	Results Figure5A displayed interval GSE302495	derived_data/publication_source_tables/S11_10.tsv	"{""dataset"": ""GSE302495""}; TSV line 3; field=g_PTPN22_ci_low"	-0.07	-0.0736200413699295	PASS_LIVE_SOURCE_AND_PUBLIC_DERIVATIVE	Earlier audit label may reference an earlier manuscript location; current Abstract/Results coverage is recorded separately
